"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.65
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.22
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.09
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.93
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.16
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.84
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.7
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",3.41
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.11
"Northwestern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.45
"Northwestern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.21
"Northwestern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.69
"Northwestern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.08
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.3
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.18
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.31
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.45
"Northwestern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Northwestern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",6.48
"Northwestern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.17
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.75
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.52
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.34
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.65
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.47
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.93
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.58
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.84
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.11
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.45
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.51
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.6
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.46
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.85
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.03
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.83
"South Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",3.08
"South Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.15
"South Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.78
"South Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.6
"South Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.88
"South Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.49
"South Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.22
"South Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.37
"South Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",7.93
"South Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.64
"South Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",10.82
"South Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.98
"South Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",25.48
"South Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.38
"South Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",10.25
"South Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",3
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.11
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.68
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.69
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.79
"South Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.15
"South Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.83
"South Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.43
"South Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.99
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.18
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.6
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.39
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.73
"South Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.54
"South Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.91
"South Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.35
"South Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.97
"South Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.57
"South Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.87
"South Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.31
"South Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.21
"South Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.37
"South Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.1
"South Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.9
"South Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.08
"South Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.71
"South Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.15
"South Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",9.96
"South Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.64
"South Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",21.31
"South Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",3.86
"South Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.07
"South Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.88
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.92
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.63
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.76
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.8
"South Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.72
"South Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.59
"South Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.99
"South Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.88
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.15
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.54
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.6
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.7
"South Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.53
"South Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.54
"South Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.33
"South Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.91
"South Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.35
"South Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.17
"South Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.52
"South Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.53
"South Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",11.65
"South Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.62
"South Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.56
"South Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.28
"South Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.58
"South Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.78
"South Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",9.66
"South Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.31
"South Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",26.8
"South Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",3.99
"South Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.48
"South Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.06
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.08
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.68
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.99
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.89
"South Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.91
"South Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.04
"South Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.77
"South Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.36
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.35
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.65
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.9
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.86
"South Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.16
"South Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.09
"South Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3
"South Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.51
"South Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.71
"South Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.04
"South Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.93
"South Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.59
"South Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",12.25
"South Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.75
"South Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.75
"South Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.25
"South Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.59
"South Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.04
"South Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.34
"South Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.32
"South Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",31.25
"South Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.74
"South Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",9.08
"South Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.32
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.23
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.65
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.85
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.74
"South Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",11.79
"South Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.14
"South Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.8
"South Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.1
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.53
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.61
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.96
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.73
"South Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.63
"South Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.17
"South Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.95
"South Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.11
"South Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.84
"South Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.67
"South Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",3.34
"South Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.14
"South Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.51
"South Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.35
"South Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.8
"South Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.06
"South Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.39
"South Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.96
"South Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.34
"South Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.27
"South Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",29.5
"South Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.72
"South Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",6.72
"South Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.01
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.99
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.56
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.62
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.68
"South Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",12.02
"South Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.2
"South Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.06
"South Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.96
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.27
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.5
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.68
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.63
"South Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.15
"South Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.22
"South Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.46
"South Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.99
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",3.51
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.35
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",6.19
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.06
"Southwest Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.86
"Southwest Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.53
"Southwest Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.89
"Southwest Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.54
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",8.56
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.96
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",11.81
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",3.45
"Southwest Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Southwest Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",10.19
"Southwest Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",3.11
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.09
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.72
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.84
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.89
"Southwest Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.47
"Southwest Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.8
"Southwest Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.53
"Southwest Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.16
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.21
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.63
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.62
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.81
"Southwest Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.33
"Southwest Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.81
"Southwest Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.63
"Southwest Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.17
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.44
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.83
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.18
"Southwest Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.6
"Southwest Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.22
"Southwest Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.1
"Southwest Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.15
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.79
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.21
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.15
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.53
"Southwest Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",20.54
"Southwest Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.36
"Southwest Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.52
"Southwest Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.25
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.68
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.65
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.19
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.74
"Southwest Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.02
"Southwest Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.66
"Southwest Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.24
"Southwest Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.08
